Inventory_ID,Month_Name,Month_Number,Quarter,Year,Calendar_YearMonth,Distributor_Code,Distributor_Name,City,Zone,Tier,Owner_Name,GST_Number,Credit_Limit,Years_Active,SKU_Code,SKU_Name,Sub_Category,Category,SBU,MRP,Cost_Price,Distributor_Price,Opening_Stock,Received_Qty,Sold_Qty,Damage_Qty,Expiry_Qty,Closing_Stock,Reorder_Level,Stock_Status,Inventory_Value,Damage_Value,Expiry_Value,Turnover_Ratio,Days_Of_Stock
INV000419,January,1,Q1,2024,2024-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,4,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,124.1,363.5,118.6,1.5,0.7,369.0,137.7,Adequate,44372.25,180.38,84.17,0.48,93.3
INV000420,January,1,Q1,2024,2024-01,DT1014,VASANTHAM TRADERS,Nagercoil,South,Tier 3,Bharath Murugan,33FICTD1014M1Z4,50000,4,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,356.1,534.9,649.1,10.0,4.2,241.9,83.5,Adequate,41667.28,1722.5,723.45,2.17,11.2
INV000421,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,288.2,573.5,136.2,2.8,0.8,725.5,97.8,Adequate,4715.75,18.2,5.2,0.27,159.8
INV000422,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,399.2,200.1,427.5,10.3,1.8,171.8,137.0,Adequate,1340.04,80.34,14.04,1.5,12.1
INV000423,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,105.2,145.1,82.1,1.4,0.4,168.2,72.6,Adequate,983.97,8.19,2.34,0.6,61.5
INV000424,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,552.9,438.7,672.7,4.0,2.5,318.9,105.4,Adequate,51821.25,650.0,406.25,1.54,14.2
INV000425,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,221.1,716.3,216.2,5.2,1.3,721.2,126.5,Adequate,117195.0,845.0,211.25,0.46,100.1
INV000426,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,485.9,592.2,647.9,14.2,2.7,430.2,132.2,Adequate,86685.3,2861.3,544.05,1.41,19.9
INV000427,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,154.1,385.9,165.7,2.9,1.4,374.3,103.3,Adequate,20680.08,160.22,77.35,0.63,67.8
INV000428,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,277.3,255.9,160.8,3.7,0.6,372.4,124.9,Adequate,20575.1,204.43,33.15,0.49,69.5
INV000429,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,228.8,503.9,595.2,11.9,2.9,137.5,67.5,Adequate,5362.5,464.1,113.1,3.25,6.9
INV000430,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,PURIS-FRESH75,FRESH BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,54,35.1,47.0,289.8,517.0,104.5,2.4,0.4,702.3,110.2,Adequate,24650.73,84.24,14.04,0.21,201.6
INV000431,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,595.3,461.6,361.5,6.4,2.2,695.4,62.7,Adequate,5876.13,54.08,18.59,0.56,57.7
INV000432,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,557.6,244.8,375.9,3.4,1.6,426.5,132.2,Adequate,15524.6,123.76,58.24,0.76,34.0
INV000433,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,340.4,729.4,833.0,10.9,3.3,236.8,144.5,Adequate,39249.6,1806.67,546.98,2.89,8.5
INV000434,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,559.6,283.7,313.4,2.5,1.9,529.9,104.6,Adequate,47532.03,224.25,170.43,0.58,50.7
INV000435,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,398.2,298.2,237.9,4.2,1.4,458.5,110.4,Adequate,50664.25,464.1,154.7,0.56,57.8
INV000436,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,245.9,735.2,326.5,2.7,3.2,654.6,128.8,Adequate,117009.75,482.63,572.0,0.73,60.1
INV000437,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,393.1,162.6,323.4,2.2,0.9,232.3,135.8,Adequate,12381.59,117.26,47.97,1.03,21.5
INV000438,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,DIVYA-PUJA,PUJA SPECIAL AGARBATTI,AGARBATTI,AGARBATTI,HOME ESSENTIALS,48,31.2,41.76,595.5,268.6,576.9,13.2,3.5,287.2,87.4,Adequate,8960.64,411.84,109.2,1.31,14.9
INV000439,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,319.0,648.2,259.6,6.4,0.9,707.6,64.9,Adequate,33115.68,299.52,42.12,0.51,81.8
INV000440,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,134.6,321.9,276.4,2.1,2.1,180.1,70.8,Adequate,2809.56,32.76,32.76,1.76,19.5
INV000441,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,349.0,294.8,469.7,10.2,2.5,174.1,118.0,Adequate,12674.48,742.56,182.0,1.8,11.1
INV000442,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,414.5,581.3,831.2,11.5,3.6,164.6,156.1,Adequate,20328.1,1420.25,444.6,2.87,5.9
INV000443,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,379.4,322.9,252.5,4.6,1.3,449.8,87.8,Adequate,25728.56,263.12,74.36,0.61,53.4
INV000444,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,456.1,728.7,837.1,11.0,5.1,347.7,106.7,Adequate,35030.78,1108.25,513.82,2.08,12.5
INV000445,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,567.1,582.8,627.9,13.9,3.3,522.0,148.0,Adequate,27822.6,740.87,175.89,1.15,24.9
INV000446,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,515.8,459.0,180.3,1.3,1.1,794.5,126.1,Adequate,71266.65,116.61,98.67,0.28,132.2
INV000447,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,362.0,363.8,238.1,5.6,0.7,487.7,119.7,Adequate,24726.39,283.92,35.49,0.56,61.4
INV000448,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,562.4,185.3,347.9,8.5,2.4,399.8,84.4,Adequate,74062.95,1574.62,444.6,0.72,34.5
INV000449,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,436.1,704.9,505.3,4.3,5.0,635.7,69.1,Adequate,76442.93,517.07,601.25,0.94,37.7
INV000450,January,1,Q1,2024,2024-01,DT1015,KURINJI AGENCIES,Hosur,North,Tier 3,Loganathan Krishnan,33FICTD1015M1Z6,50000,3,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,99.8,667.8,536.2,6.0,2.9,231.4,117.9,Adequate,39858.65,1033.5,499.52,3.24,12.9
INV000451,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,236.2,168.4,257.0,3.4,2.0,147.6,144.4,Adequate,959.4,22.1,13.0,1.34,17.2
INV000452,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,521.3,253.2,377.0,2.3,1.2,397.5,138.1,Adequate,3100.5,17.94,9.36,0.82,31.6
INV000453,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,256.4,425.7,180.9,2.4,1.5,501.2,62.0,Adequate,2932.02,14.04,8.77,0.48,83.1
INV000454,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,404.1,478.7,587.2,13.9,5.3,295.6,60.2,Adequate,48035.0,2258.75,861.25,1.68,15.1
INV000455,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,158.6,671.6,601.4,5.8,2.6,228.8,149.0,Adequate,37180.0,942.5,422.5,3.1,11.4
INV000456,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,189.0,708.7,104.8,1.4,0.2,792.9,128.6,Adequate,159769.35,282.1,40.3,0.21,227.0
INV000457,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,179.1,244.2,124.8,2.7,1.2,298.5,64.9,Adequate,16492.12,149.18,66.3,0.52,71.8
INV000458,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,ZESTO-PKT-W,POCKET SPRAY WOMEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,491.0,235.5,425.7,4.1,2.3,300.8,82.5,Adequate,16619.2,226.52,127.07,1.08,21.2
INV000459,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,PURIS-GLOW75,GLOW BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,60,39.0,52.2,91.6,603.2,206.3,4.6,0.7,488.5,128.4,Adequate,19051.5,179.4,27.3,0.71,71.0
INV000460,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,PURIS-FRESH75,FRESH BAR 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,54,35.1,47.0,423.2,625.0,532.1,4.6,3.2,516.1,71.8,Adequate,18115.11,161.46,112.32,1.13,29.1
INV000461,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,PURIS-VALUE10,VALUE SACHET,BATH SOAP,BATH SOAP,PERSONAL CARE,13,8.45,11.31,85.4,392.2,123.2,0.7,1.2,354.4,67.1,Adequate,2994.68,5.91,10.14,0.56,86.3
INV000462,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,PURIS-GUARD75,GUARD SOAP 75G,BATH SOAP,BATH SOAP,PERSONAL CARE,56,36.4,48.72,451.7,545.6,359.6,3.5,3.2,637.7,126.3,Adequate,23212.28,127.4,116.48,0.66,53.2
INV000463,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FOAMX-SG200,SHOWER GEL 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,255,165.75,221.85,259.8,132.6,312.8,3.6,0.9,79.6,142.1,Low,13193.7,596.7,149.18,1.84,7.6
INV000464,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FOAMX-SG100,SHOWER GEL 100ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,138,89.7,120.06,468.3,475.5,761.1,13.6,5.4,182.7,151.1,Adequate,16388.19,1219.92,484.38,2.34,7.2
INV000465,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,CLEANOZ-HW200,HAND WASH 200ML,HAND WASH,HAND WASH,PERSONAL CARE,170,110.5,147.9,364.5,236.8,356.7,4.9,1.8,244.6,129.3,Adequate,27028.3,541.45,198.9,1.17,20.6
INV000466,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,CLEANOZ-HW500,HAND WASH 500ML,HAND WASH,HAND WASH,PERSONAL CARE,275,178.75,239.25,245.5,354.1,54.7,0.8,0.4,544.9,71.1,Adequate,97400.88,143.0,71.5,0.14,298.8
INV000467,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,CLEANOZ-PWDR,POWDER HAND WASH 100G,HAND WASH,HAND WASH,PERSONAL CARE,82,53.3,71.34,593.2,629.0,156.5,1.6,0.6,1065.7,134.7,Adequate,56801.81,85.28,31.98,0.19,204.3
INV000468,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,DIVYA-PUJA,PUJA SPECIAL AGARBATTI,AGARBATTI,AGARBATTI,HOME ESSENTIALS,48,31.2,41.76,591.2,770.0,780.5,9.7,5.4,580.7,148.5,Adequate,18117.84,302.64,168.48,1.33,22.3
INV000469,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,DIVYA-DHOOP,DHOOP STICKS,AGARBATTI,AGARBATTI,HOME ESSENTIALS,72,46.8,62.64,545.0,161.4,292.4,5.9,2.6,414.0,129.6,Adequate,19375.2,276.12,121.68,0.61,42.5
INV000470,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,DIVYA-ECO,ECONOMY PACK,AGARBATTI,AGARBATTI,HOME ESSENTIALS,24,15.6,20.88,160.6,652.3,599.9,5.2,2.1,213.0,123.8,Adequate,3322.8,81.12,32.76,3.21,10.7
INV000471,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,SHINEZ-FC500,FLOOR CLEAN 500ML,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,112,72.8,97.44,276.1,569.1,606.9,3.2,5.7,238.3,122.4,Adequate,17348.24,232.96,414.96,2.36,11.8
INV000472,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,SHINEZ-FC1L,FLOOR CLEAN 1 LTR,FLOOR CLEANER,FLOOR CLEANER,HOME CARE,190,123.5,165.3,479.4,348.3,499.2,10.6,4.9,328.5,84.8,Adequate,40569.75,1309.1,605.15,1.24,19.7
INV000473,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,BLOSOM-TLC100,BODY TALC 100G,BODY TALC,BODY TALC,PERSONAL CARE,88,57.2,76.56,529.6,145.7,474.5,9.2,2.3,200.8,152.7,Adequate,11485.76,526.24,131.56,1.3,12.7
INV000474,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,BLOSOM-TLC200,BODY TALC 200G,BODY TALC,BODY TALC,PERSONAL CARE,155,100.75,134.85,426.2,318.6,533.2,12.9,1.4,211.6,130.3,Adequate,21318.7,1299.67,141.05,1.67,11.9
INV000475,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,GUARDIA-HS100,HAND SANITIZER 100ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,82,53.3,71.34,345.7,736.4,107.7,2.0,0.6,974.4,146.8,Adequate,51935.52,106.6,31.98,0.16,271.4
INV000476,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,GUARDIA-HS200,HAND SANITIZER 200ML,HAND SANITIZER,HAND SANITIZER,PERSONAL CARE,138,89.7,120.06,546.6,369.5,96.2,1.3,0.7,819.9,159.9,Adequate,73545.03,116.61,62.79,0.14,255.7
INV000477,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,HELIX-AL100,ANTISEPTIC LIQUID 100ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,78,50.7,67.86,504.0,691.1,134.0,2.5,0.9,1061.1,130.1,Adequate,53797.77,126.75,45.63,0.17,237.6
INV000478,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,HELIX-AL500,ANTISEPTIC LIQUID 500ML,ANTISEPTIC,ANTISEPTIC,PERSONAL CARE,285,185.25,247.95,488.4,169.7,62.4,1.0,0.2,595.7,105.8,Adequate,110353.43,185.25,37.05,0.12,286.4
INV000479,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,SHINEZ-SD500,SURFACE DISINFECTANT 500ML,SURFACE CARE,SURFACE CARE,HOME CARE,185,120.25,160.95,254.0,588.7,602.1,5.1,5.8,240.6,67.2,Adequate,28932.15,613.27,697.45,2.43,12.0
INV000480,February,2,Q1,2024,2024-02,DT1001,VELAVAN AGENCIES,Chennai,North,Tier 1,Rajesh Kumar,33FICTD1001M1Z5,200000,7,FOAMX-BODYWASH,MOISTURISING BODY WASH 200ML,SHOWER GEL,SHOWER GEL,PERSONAL CARE,265,172.25,230.55,128.0,679.9,266.1,5.1,2.3,541.8,97.0,Adequate,93325.05,878.47,396.17,0.79,61.1
INV000481,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,FLMSTK-CB01,CLASSIC BOX,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,10,6.5,8.7,419.5,283.2,107.7,2.4,0.9,595.0,103.0,Adequate,3867.5,15.6,5.85,0.21,165.7
INV000482,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,FLMSTK-WX40,WAX PREMIUM 40S,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,12,7.8,10.44,150.4,133.6,101.1,1.1,0.8,182.9,117.2,Adequate,1426.62,8.58,6.24,0.61,54.3
INV000483,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,FLMSTK-SF01,SAFETY PACK,FLAME STICKS,FLAME STICKS,HOME ESSENTIALS,9,5.85,7.83,289.4,266.3,333.9,3.5,1.8,221.8,128.5,Adequate,1297.53,20.47,10.53,1.31,19.9
INV000484,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,ZESTO-SPORT-M,SPORT BLAST MEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,573.4,167.7,347.8,6.5,2.5,393.3,131.2,Adequate,63911.25,1056.25,406.25,0.72,33.9
INV000485,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,ZESTO-SPORT-W,SPORT FRESH WOMEN 150ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,250,162.5,217.5,450.6,198.1,438.2,5.9,1.8,210.5,90.7,Adequate,34206.25,958.75,292.5,1.33,14.4
INV000486,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,ZESTO-LUXE-M,LUXE PARFUM MEN 120ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,310,201.5,269.7,134.7,763.8,384.6,6.0,3.6,513.9,61.1,Adequate,103550.85,1209.0,725.4,1.19,40.1
INV000487,February,2,Q1,2024,2024-02,DT1002,KAMATCHI TRADERS,Coimbatore,West,Tier 1,Suresh Pandian,33FICTD1002M1Z3,175000,5,ZESTO-PKT-M,POCKET SPRAY MEN 18ML,DEO & FRAGRANCE,DEO & FRAGRANCE,PERSONAL CARE,85,55.25,73.95,350.8,231.2,132.1,1.7,1.1,449.9,149.1,Adequate,24856.97,93.92,60.78,0.33,102.2
